date,action,cash_in,shares_bought,price,shares,cash,total_value
2017-08-31,buy,1000.0,28.62551886646684,34.93386459350586,18133.307038563496,0.0,633466.492717644
2017-09-30,buy,1000.0,28.74025451193403,34.794403076171875,18162.04729307543,0.0,631937.5942037628
2017-10-31,buy,1000.0,28.133951367879018,35.54424285888672,18190.18124444331,0.0,646556.2197996592
2017-11-30,buy,1000.0,28.033205592097524,35.67198181152344,18218.214450035408,0.0,649879.8145000965
2017-12-31,buy,1000.0,27.965988142106955,35.757720947265625,18246.180438177515,0.0,652441.8284618084
2018-01-31,buy,1000.0,26.9611205880302,37.09044647216797,18273.141558765547,0.0,677758.9788637415
2018-02-28,buy,1000.0,29.687176182672893,33.68457794189453,18302.82873494822,0.0,616523.0610795101
2018-03-31,buy,1000.0,29.28511406318669,34.14704132080078,18332.113849011406,0.0,625987.4490998167
2018-04-30,buy,1000.0,29.43422123453419,33.97406005859375,18361.54807024594,0.0,623816.3369072917
2018-05-31,buy,1000.0,29.57797141584409,33.80894470214844,18391.126041661784,0.0,621784.5633527853
2018-06-30,buy,1000.0,28.742019151405216,34.792266845703125,18419.86806081319,0.0,640868.9648344567
2018-07-31,buy,1000.0,27.03463348334813,36.98958969116211,18446.90269429654,0.0,682343.3617348218
2018-08-31,buy,1000.0,28.284164443569292,35.355472564697266,18475.186858740108,0.0,653198.9621118413
2018-09-30,buy,1000.0,27.061975665446656,36.95221710205078,18502.248834405553,0.0,683699.11580512
2018-10-31,buy,1000.0,26.106772220842355,38.304237365722656,18528.355606626395,0.0,709714.5311527357
2018-11-30,buy,1000.0,24.60685622874659,40.63908004760742,18552.962462855143,0.0,753975.3266482259
2018-12-31,buy,1000.0,26.19187498751074,38.179779052734375,18579.154337842654,0.0,709348.007605484
2019-01-31,buy,1000.0,25.76741775764174,38.80870056152344,18604.921755600295,0.0,722032.8373836648
2019-02-28,buy,1000.0,27.353010073838643,36.55904769897461,18632.274765674134,0.0,681178.2218986816
2019-03-31,buy,1000.0,26.23671957734445,38.11452102661133,18658.511485251478,0.0,711160.2283298864
2019-04-30,buy,1000.0,25.060185494547767,39.903934478759766,18683.571670746027,0.0,745548.0197786615
2019-05-31,buy,1000.0,25.024478538166615,39.960872650146484,18708.596149284193,0.0,747611.8281845666
2019-06-30,buy,1000.0,23.95776756202133,41.740116119384766,18732.553916846213,0.0,781898.9757017968
2019-07-31,buy,1000.0,23.17935546211488,43.14183807373047,18755.733272308327,0.0,809156.8077880047
2019-08-31,buy,1000.0,22.164421581597672,45.11735153198242,18777.897693889925,0.0,847209.0112868338
2019-09-30,buy,1000.0,22.246051458250804,44.95179748535156,18800.143745348178,0.0,845100.2543363901
2019-10-31,buy,1000.0,22.250137501612674,44.94354248046875,18822.39388284979,0.0,845945.0590579746
2019-11-30,buy,1000.0,22.51115708192394,44.42241668701172,18844.905039931713,0.0,837136.2241110138
2019-12-31,buy,1000.0,21.718079864049912,46.044586181640625,18866.623119795764,0.0,868705.8541959695
2020-01-31,buy,1000.0,20.583832570422423,48.581817626953125,18887.206952366185,0.0,917574.8436423751
2020-02-29,buy,1000.0,22.47328177262399,44.497283935546875,18909.68023413881,0.0,841429.4105088732
2020-03-31,buy,1000.0,26.929831364957135,37.133541107177734,18936.610065503766,0.0,703183.3882979797
2020-04-30,buy,1000.0,25.967418687380587,38.509796142578125,18962.577484191148,0.0,730244.993254043
2020-05-31,buy,1000.0,25.527958306723857,39.17273712158203,18988.105442497872,0.0,743816.0629358502
2020-06-30,buy,1000.0,26.4305410354254,37.835018157958984,19014.535983533297,0.0,719415.3142021467
2020-07-31,buy,1000.0,24.9982334431666,40.00282669067383,19039.534216976463,0.0,761635.1875528636
2020-08-31,buy,1000.0,23.842446164543475,41.9420051574707,19063.376663141007,0.0,799556.2423242668
2020-09-30,buy,1000.0,23.727654061984044,42.14491653442383,19087.10431720299,0.0,804424.4183323607
2020-10-31,buy,1000.0,24.374407653004628,41.02663803100586,19111.478724855995,0.0,784079.7198819363
2020-11-30,buy,1000.0,22.52558729842296,44.393959045410156,19134.00431215442,0.0,849434.2038084846
2020-12-31,buy,1000.0,21.19475674265799,47.181480407714844,19155.199068897076,0.0,903770.649575045
2021-01-31,buy,1000.0,24.139570150192725,41.425758361816406,19179.33863904727,0.0,794518.6480006209
2021-02-28,buy,1000.0,23.725667623800316,42.14844512939453,19203.06430667107,0.0,809379.3022459602
2021-03-31,buy,1000.0,21.86920356902893,45.726402282714844,19224.9335102401,0.0,879087.043547684
2021-04-30,buy,1000.0,21.35468454217816,46.82813262939453,19246.288194782275,0.0,901267.7362088147
2021-05-31,buy,1000.0,20.848722691246373,47.964569091796875,19267.136917473523,0.0,924139.9198792691
2021-06-30,buy,1000.0,21.14406060914517,47.29460525512695,19288.28097808267,0.0,912231.6349083938
2021-07-31,buy,1000.0,20.061458419906074,49.846824645996094,19308.342436502575,0.0,962459.5596371888
2021-08-31,buy,1000.0,20.317972109137482,49.21751022338867,19328.66040861171,0.0,951308.5412652547
2021-09-30,buy,1000.0,21.64160110400697,46.20730209350586,19350.302009715717,0.0,894125.2505635077
2021-10-31,buy,1000.0,20.14431544222568,49.64179611206055,19370.446325157944,0.0,961583.7470731031
2021-11-30,buy,1000.0,21.483254560962866,46.547882080078125,19391.929579718908,0.0,902653.2513819347
2021-12-31,buy,1000.0,19.030514129654378,52.54718780517578,19410.960093848564,0.0,1019991.365530233
2022-01-31,buy,1000.0,18.46905209286662,54.144630432128906,19429.42914594143,0.0,1051999.2606142326
2022-02-28,buy,1000.0,18.104061196787672,55.23622512817383,19447.533207138218,0.0,1074208.322417123
2022-03-31,buy,1000.0,18.036077659493078,55.444427490234375,19465.56928479771,0.0,1079257.3447671002
2022-04-30,buy,1000.0,17.307490938035322,57.77845001220703,19482.876775735745,0.0,1125690.421880837
2022-05-31,buy,1000.0,17.64337174536616,56.67850875854492,19500.52014748111,0.0,1105260.4019751898
2022-06-30,buy,1000.0,17.64768213275858,56.66466522216797,19518.16782961387,0.0,1105990.4458151588
2022-07-31,buy,1000.0,17.30116275186588,57.799583435058594,19535.468992365735,0.0,1129141.9699672433
2022-08-31,buy,1000.0,17.9908567433148,55.58378982543945,19553.45984910905,0.0,1086855.4026130466
2022-09-30,buy,1000.0,19.67475678059123,50.8265495300293,19573.13460588964,0.0,994834.8955041803
2022-10-31,buy,1000.0,18.415705841020944,54.301475524902344,19591.55031173066,0.0,1063850.0897473353
2022-11-30,buy,1000.0,17.205125361059935,58.122215270996094,19608.75543709172,0.0,1139704.30471096
2022-12-31,buy,1000.0,17.205125361059935,58.122215270996094,19625.96056245278,0.0,1140704.30471096
2023-01-31,buy,1000.0,17.84765251871102,56.02977752685547,19643.80821497149,0.0,1100638.2040650684
2023-02-28,buy,1000.0,18.39049237136638,54.37592315673828,19662.198707342857,0.0,1069150.206002994
2023-03-31,buy,1000.0,17.509064646562607,57.11327362060547,19679.70777198942,0.0,1123972.5347551876
2023-04-30,buy,1000.0,16.930432896180392,59.06523513793945,19696.6382048856,0.0,1163386.5669984897
2023-05-31,buy,1000.0,18.20461384848998,54.931129455566406,19714.84281873409,0.0,1082958.583072026
2023-06-30,buy,1000.0,17.899009042022975,55.869014739990234,19732.741827776113,0.0,1102448.8440364455
2023-07-31,buy,1000.0,17.40478290264777,57.45547103881836,19750.146610678763,0.0,1134753.9766022703
2023-08-31,buy,1000.0,18.01568386565291,55.5071907043457,19768.162294544414,0.0,1097275.154357733
2023-09-30,buy,1000.0,19.103142496964306,52.347408294677734,19787.26543704138,0.0,1035812.06286797
2023-10-31,buy,1000.0,18.930675097118066,52.824317932128906,19806.1961121385,0.0,1046248.8004536995
2023-11-30,buy,1000.0,18.154450366023287,55.08291244506836,19824.35056250452,0.0,1091982.9663147782
2023-12-31,buy,1000.0,18.003494193182224,55.54477310180664,19842.354056697703,0.0,1102139.0538849863
2024-01-31,buy,1000.0,17.834021901755047,56.072601318359375,19860.188078599458,0.0,1113612.408238941
2024-02-29,buy,1000.0,17.676540694297007,56.5721549987793,19877.864619293756,0.0,1124533.6382874374
2024-03-31,buy,1000.0,17.203778315760445,58.126766204833984,19895.068397609517,0.0,1156435.9893770295
2024-04-30,buy,1000.0,17.039455676543625,58.687320709228516,19912.10785328606,0.0,1168588.2595825468
2024-05-31,buy,1000.0,16.725362559162182,59.78943634033203,19928.83321584522,0.0,1191533.7048958724
2024-06-30,buy,1000.0,16.4088470967162,60.94273376464844,19945.242062941936,0.0,1215517.5769133377
2024-07-31,buy,1000.0,15.649134260407315,63.90129852294922,19960.89119720234,0.0,1275526.867176536
2024-08-31,buy,1000.0,14.411799308833539,69.38758850097656,19975.302996511175,0.0,1386038.1045042414
2024-09-30,buy,1000.0,14.43517234057456,69.27523803710938,19989.73816885175,0.0,1384793.8699466959
2024-10-31,buy,1000.0,15.882891786106141,62.9608268737793,20005.621060637855,0.0,1259570.444101253
2024-11-30,buy,1000.0,16.065906104442487,62.24361038208008,20021.686966742298,0.0,1246222.0827498783
2024-12-31,buy,1000.0,16.53555038623363,60.47576141357422,20038.22251712853,0.0,1211826.7640979758
